Date,Open,High,Low,Close,Negativity,Positivity
01/07/2022,107.1,107.1,107.1,107.1,12.1,15.1
01/10/2022,102.0,102.0,101.9,102.0,9.8,10.5
01/11/2022,104.7,104.8,104.7,104.7,11.2,11.0
01/12/2022,108.7,108.7,108.6,108.7,7.3,11.7
01/13/2022,105.2,105.2,105.2,105.2,11.0,13.8
01/14/2022,104.8,104.8,104.7,104.8,11.2,14.8
01/18/2022,104.7,104.7,104.7,104.7,9.3,13.3
01/19/2022,102.2,102.3,102.2,102.2,12.6,13.1
01/20/2022,100.2,100.2,100.1,100.2,9.8,12.9
01/21/2022,99.1,99.1,99.0,99.1,13.1,13.9
01/24/2022,131.1,131.2,131.0,131.1,9.0,10.1
01/25/2022,132.6,132.7,132.5,132.6,12.5,13.8
01/26/2022,134.6,134.7,134.5,134.6,10.0,11.3
01/27/2022,133.6,133.7,133.5,133.6,10.5,15.3
01/28/2022,133.5,133.6,133.4,133.5,12.7,14.6
01/31/2022,138.8,138.8,138.7,138.8,8.0,9.7
02/01/2022,133.4,133.4,133.3,133.4,10.6,14.7
02/02/2022,134.5,134.6,134.4,134.5,10.9,15.7
02/03/2022,139.3,139.4,139.3,139.3,11.8,14.7
02/04/2022,136.4,136.5,136.4,136.4,14.8,15.6
02/07/2022,136.5,136.6,136.5,136.5,8.7,10.6
02/08/2022,129.3,129.4,129.3,129.3,14.0,14.2
02/09/2022,136.4,136.4,136.3,136.4,10.3,12.8
02/10/2022,139.7,139.7,139.6,139.7,15.6,19.8
02/11/2022,135.8,135.9,135.8,135.8,9.8,19.1
02/14/2022,132.0,132.0,131.9,132.0,9.9,14.3
02/15/2022,135.7,135.7,135.6,135.7,9.3,14.3
02/16/2022,135.3,135.4,135.3,135.3,12.1,16.6
02/17/2022,132.4,132.4,132.4,132.4,12.1,13.9
02/18/2022,132.2,132.3,132.2,132.2,13.9,15.2
02/22/2022,104.0,104.0,103.9,104.0,9.5,12.3
02/23/2022,103.1,103.2,103.1,103.1,11.7,10.7
02/24/2022,102.3,102.4,102.2,102.3,15.8,15.5
02/25/2022,106.3,106.3,106.2,106.3,14.7,18.1
02/28/2022,106.0,106.0,105.9,106.0,8.2,8.9
03/01/2022,106.5,106.6,106.5,106.5,16.4,13.7
03/02/2022,105.3,105.3,105.2,105.3,12.6,15.2
03/03/2022,102.8,102.9,102.8,102.8,13.3,16.5
03/04/2022,104.1,104.1,104.0,104.1,12.8,14.5
03/07/2022,103.0,103.0,102.9,103.0,9.5,9.5
03/08/2022,104.5,104.5,104.4,104.5,10.9,11.2
03/09/2022,104.3,104.4,104.3,104.3,12.0,10.3
03/10/2022,102.8,102.9,102.8,102.8,13.3,11.8
03/11/2022,103.5,103.6,103.5,103.5,15.6,16.9
03/14/2022,101.4,101.5,101.4,101.4,10.6,10.0
03/15/2022,102.1,102.1,102.0,102.1,11.4,11.1
03/16/2022,103.5,103.6,103.5,103.5,14.0,9.3
03/17/2022,105.5,105.6,105.5,105.5,13.1,12.6
03/18/2022,102.7,102.8,102.7,102.7,13.0,13.2
03/21/2022,102.4,102.4,102.3,102.4,9.0,11.1
03/22/2022,108.2,108.2,108.1,108.2,12.4,11.4
